time [s/256],breathing_rate [rpm](/api/datatype/33/),minute_ventilation [mL/min](/api/datatype/36/),sleep_position [NA](/api/datatype/270/),activity [g](/api/datatype/49/),heart_rate [bpm](/api/datatype/19/),cadence [spm](/api/datatype/53/)
448179109632,22,4037.12,,0.015625,71,0
448179109888,23,4714.4,,0.01953125,71,0
448179110144,25,4714.4,,0.015625,72,0
448179110400,26,4714.4,,0.0,71,0
448179110656,26,4714.4,,0.0,71,0
448179110912,26,4196.48,,0.0,71,0
448179111168,24,4196.48,,0.0,71,0
448179111424,23,4196.48,,0.0,71,0
448179111680,23,4648.0,,0.015625,71,0
448179111936,24,4648.0,,0.015625,72,0
448179112192,25,4648.0,,0.0,72,0
448179112448,25,4435.5199999999995,,0.015625,72,0
448179112704,24,4435.5199999999995,,0.015625,72,0
448179112960,23,3984.0,,0.01953125,72,0
448179113216,23,3984.0,,0.0,72,0
448179113472,23,3984.0,,0.0,71,0
448179113728,22,3505.9199999999996,,0.0,71,0
448179113984,22,3505.9199999999996,,0.0,71,0
448179114240,22,3505.9199999999996,,0.0,71,0
448179114496,21,3505.9199999999996,,0.0,71,0
448179114752,21,3505.9199999999996,,0.015625,71,0
448179115008,21,3107.52,,0.0,71,0
448179115264,20,3107.52,,0.0,71,0
448179115520,19,2974.72,,0.0,70,0
448179115776,19,2974.72,,0.0,70,0
448179116032,19,2974.72,,0.0,69,0
448179116288,19,2762.24,,0.0,69,0
448179116544,20,2762.24,,0.0,68,0
448179116800,20,2695.8399999999997,,0.0,67,0
448179117056,20,2695.8399999999997,,0.0,67,0
448179117312,21,2695.8399999999997,,0.015625,67,0
448179117568,20,2748.96,,0.0,67,0
448179117824,20,2748.96,,0.0,67,0
448179118080,20,2748.96,,0.0,67,0
448179118336,20,2748.96,,0.015625,67,0
448179118592,20,2563.04,,0.015625,67,0
448179118848,19,2563.04,,0.0,66,0
448179119104,19,2563.04,,0.0,66,0
448179119360,19,2576.3199999999997,,0.0,67,0
448179119616,19,2576.3199999999997,,0.0,67,0
448179119872,19,2576.3199999999997,,0.015625,67,0
448179120128,19,2855.2,,0.0,67,0
448179120384,20,2855.2,,0.015625,67,0
448179120640,21,2855.2,,0.0,67,0
448179120896,21,2895.04,,0.015625,67,0
448179121152,20,2895.04,,0.015625,67,0
448179121408,20,2895.04,,0.0,67,0
448179121664,19,3001.2799999999997,,0.0,67,0
448179121920,20,3001.2799999999997,,0.0,67,0
448179122176,20,2988.0,,0.0,68,0
448179122432,20,2988.0,,0.0,68,0
448179122688,20,2988.0,,0.0,68,0
448179122944,20,2988.0,,0.0,69,0
448179123200,20,2988.0,,0.015625,69,0
448179123456,20,2988.0,,0.015625,70,0
448179123712,20,2988.0,,0.015625,70,0
448179123968,19,2788.7999999999997,,0.015625,71,0
448179124224,18,2788.7999999999997,,0.015625,71,0
448179124480,17,2788.7999999999997,,0.0,72,0
448179124736,17,3320.0,,0.015625,73,0
448179124992,17,3320.0,,0.0,74,0
448179125248,17,3399.68,,0.0,74,0
448179125504,18,3399.68,,0.0,74,0
448179125760,18,3399.68,,0.0,74,0
448179126016,18,3957.4399999999996,,0.0,74,0
448179126272,18,3957.4399999999996,,0.0,74,0
448179126528,18,3957.4399999999996,,0.0,74,0
448179126784,18,4249.599999999999,,0.0,73,0
448179127040,18,4249.599999999999,,0.0,73,0
448179127296,18,4249.599999999999,,0.0,73,0
448179127552,18,5126.08,,0.0,72,0
448179127808,18,5126.08,,0.0,71,0
448179128064,18,5126.08,,0.0,70,0
448179128320,18,5126.08,,0.0,70,0
448179128576,18,5006.5599999999995,,0.0,69,0
448179128832,17,5006.5599999999995,,0.0,68,0
448179129088,17,5006.5599999999995,,0.0,68,0
448179129344,17,5697.12,,0.0,68,0
448179129600,18,5697.12,,0.0,68,0
448179129856,19,5697.12,,0.015625,68,0
448179130112,20,5338.5599999999995,,0.015625,68,0
448179130368,19,5338.5599999999995,,0.015625,69,0
448179130624,19,5338.5599999999995,,0.0,69,0
448179130880,19,5404.96,,0.0,69,0
448179131136,19,5404.96,,0.0,68,0
448179131392,19,5404.96,,0.0,69,0
448179131648,19,5404.96,,0.0,69,0
448179131904,19,4966.719999999999,,0.0,69,0
448179132160,19,4966.719999999999,,0.015625,69,0
448179132416,19,4966.719999999999,,0.0,70,0
448179132672,18,4740.96,,0.0,70,0
448179132928,18,4740.96,,0.0,71,0
448179133184,19,3824.64,,0.0,72,0
448179133440,19,3824.64,,0.0,72,0
448179133696,19,3824.64,,0.0,72,0
448179133952,19,4183.2,,0.0,72,0
448179134208,20,4183.2,,0.0,72,0
448179134464,20,4183.2,,0.0,73,0
448179134720,20,4448.8,,0.015625,73,0
448179134976,20,4448.8,,0.015625,74,0
448179135232,20,4448.8,,0.015625,74,0
448179135488,20,4448.8,,0.0,74,0
448179135744,20,4448.8,,0.015625,74,0
448179136000,20,4448.8,,0.0,74,0
448179136256,20,4448.8,,0.015625,73,0
448179136512,19,3678.56,,0.0,72,0
448179136768,18,3678.56,,0.0,72,0
448179137024,17,3678.56,,0.0,71,0
448179137280,17,3320.0,,0.0,71,0
448179137536,17,3320.0,,0.0,70,0
448179137792,17,3320.0,,0.0,70,0
448179138048,17,3187.2,,0.0,70,0
448179138304,17,3187.2,,0.0,70,0
448179138560,17,3187.2,,0.0,69,0
448179138816,18,3120.7999999999997,,0.0,69,0
448179139072,18,3120.7999999999997,,0.0,69,0
448179139328,17,3213.7599999999998,,0.0,69,0
448179139584,17,3213.7599999999998,,0.0,68,0
448179139840,17,3213.7599999999998,,0.0,68,0
448179140096,17,3213.7599999999998,,0.0,68,0
448179140352,17,2868.48,,0.0,68,0
448179140608,17,2868.48,,0.0,68,0
448179140864,17,2868.48,,0.0,68,0
448179141120,17,2563.04,,0.0,68,0
448179141376,17,2563.04,,0.0,68,0
448179141632,18,3559.04,,0.0,69,0
448179141888,19,3559.04,,0.0,69,0
448179142144,20,3559.04,,0.0,69,0
448179142400,21,4023.8399999999997,,0.0,70,0
448179142656,21,4023.8399999999997,,0.0,70,0
448179142912,21,4023.8399999999997,,0.0,70,0
448179143168,21,4037.12,,0.0,70,0
448179143424,21,4037.12,,0.0,70,0
448179143680,21,4037.12,,0.0,70,0
448179143936,20,4037.12,,0.0,70,0
448179144192,20,4037.12,,0.0,70,0
448179144448,20,4037.12,,0.0,70,0
448179144704,21,3904.3199999999997,,0.0,70,0
448179144960,21,3904.3199999999997,,0.0,70,0
448179145216,21,4037.12,,0.0,69,0
448179145472,21,4037.12,,0.0,69,0
448179145728,22,4037.12,,0.0,69,0
448179145984,22,4037.12,,0.0,69,0
448179146240,22,4037.12,,0.0,69,0
448179146496,22,4037.12,,0.0,68,0
448179146752,22,4116.8,,0.0,68,0
448179147008,21,4116.8,,0.0,68,0
448179147264,21,4116.8,,0.0,68,0
448179147520,21,3904.3199999999997,,0.0,67,0
448179147776,21,3904.3199999999997,,0.0,67,0
448179148032,21,3904.3199999999997,,0.0,67,0
448179148288,20,4050.3999999999996,,0.0,67,0
448179148544,20,4050.3999999999996,,0.0,67,0
448179148800,20,4050.3999999999996,,0.0,67,0
448179149056,20,4050.3999999999996,,0.0,67,0
448179149312,20,3877.7599999999998,,0.0,67,0
448179149568,20,3877.7599999999998,,0.0,67,0
448179149824,20,3917.6,,0.0,68,0
448179150080,20,3917.6,,0.0,68,0
448179150336,20,3917.6,,0.0,68,0
448179150592,20,3917.6,,0.0,68,0
448179150848,20,5179.2,,0.0,68,0
448179151104,19,5179.2,,0.015625,69,0
448179151360,19,5179.2,,0.015625,69,0
448179151616,19,5179.2,,0.0,69,0
448179151872,19,4621.44,,0.0,69,0
448179152128,18,4621.44,,0.0,69,0
448179152384,18,4621.44,,0.015625,69,0
448179152640,18,4103.5199999999995,,0.0,70,0
448179152896,18,4103.5199999999995,,0.0,70,0
448179153152,18,4103.5199999999995,,0.015625,70,0
448179153408,18,4209.76,,0.015625,70,0
448179153664,19,4209.76,,0.0,71,0
448179153920,19,4196.48,,0.0,71,0
448179154176,19,4196.48,,0.0,70,0
448179154432,19,4196.48,,0.0,71,0
448179154688,19,4395.679999999999,,0.0,71,0
448179154944,19,4395.679999999999,,0.0,71,0
448179155200,19,4395.679999999999,,0.0,71,0
448179155456,20,4395.679999999999,,0.0,71,0
448179155712,20,4395.679999999999,,0.0,71,0
448179155968,20,4395.679999999999,,0.0,72,0
448179156224,19,4329.28,,0.0,71,0
448179156480,18,4329.28,,0.0,71,0
448179156736,17,4329.28,,0.0,71,0
448179156992,17,3041.12,,0.0,70,0
448179157248,17,3041.12,,0.0,70,0
448179157504,17,3041.12,,0.0,70,0
448179157760,18,3479.3599999999997,,0.0,70,0
448179158016,18,3479.3599999999997,,0.0,70,0
448179158272,19,3718.3999999999996,,0.015625,71,0
448179158528,19,3718.3999999999996,,0.0,71,0
448179158784,19,3718.3999999999996,,0.0,71,0
448179159040,18,3718.3999999999996,,0.0,71,0
448179159296,18,3452.7999999999997,,0.0,70,0
448179159552,18,3452.7999999999997,,0.0,70,0
448179159808,18,3652.0,,0.0,69,0
448179160064,18,3652.0,,0.0,69,0
448179160320,18,3652.0,,0.0,69,0
448179160576,18,3652.0,,0.0,69,0
448179160832,18,3758.24,,0.0,69,0
448179161088,18,3758.24,,0.0,69,0
448179161344,18,3758.24,,0.0,69,0
448179161600,18,3705.12,,0.0,68,0
448179161856,19,3705.12,,0.015625,68,0
448179162112,20,3705.12,,0.0,68,0
448179162368,20,4063.68,,0.0,68,0
448179162624,20,4063.68,,0.0,68,0
448179162880,20,4063.68,,0.0,68,0
448179163136,20,3917.6,,0.0,69,0
448179163392,20,3917.6,,0.015625,69,0
448179163648,20,3917.6,,0.0,69,0
448179163904,20,3824.64,,0.0,69,0
448179164160,20,3824.64,,0.0,69,0
448179164416,20,3957.4399999999996,,0.0,69,0
448179164672,20,3957.4399999999996,,0.0,70,0
448179164928,20,3957.4399999999996,,0.0,70,0
448179165184,20,3505.9199999999996,,0.015625,70,0
448179165440,20,3505.9199999999996,,0.015625,70,0
448179165696,20,3399.68,,0.015625,70,0
448179165952,21,3399.68,,0.015625,70,0
448179166208,21,3399.68,,0.0,70,0
448179166464,21,3559.04,,0.0,70,0
448179166720,21,3559.04,,0.0,70,0
448179166976,22,3559.04,,0.0,70,0
448179167232,22,3705.12,,0.0,70,0
448179167488,22,3705.12,,0.0,70,0
448179167744,22,3705.12,,0.0,70,0
448179168000,22,3705.12,,0.0,70,0
448179168256,22,3705.12,,0.0,70,0
448179168512,22,3705.12,,0.015625,70,0
448179168768,22,3758.24,,0.015625,70,0
448179169024,22,3758.24,,0.0,70,0
448179169280,22,3758.24,,0.0,70,0
448179169536,22,4063.68,,0.0,70,0
448179169792,22,4063.68,,0.0,70,0
448179170048,22,4063.68,,0.015625,71,0
448179170304,21,4648.0,,0.0,71,0
448179170560,21,4648.0,,0.0,72,0
448179170816,21,4860.48,,0.0,72,0
448179171072,21,4860.48,,0.0,72,0
448179171328,21,4860.48,,0.0,71,0
448179171584,21,4701.12,,0.0,71,0
448179171840,21,4701.12,,0.0,71,0
448179172096,21,4701.12,,0.0,71,0
448179172352,21,4329.28,,0.0,71,0
448179172608,21,4329.28,,0.0,71,0
448179172864,21,4329.28,,0.0,71,0
448179173120,21,4408.96,,0.0,71,0
448179173376,21,4408.96,,0.015625,71,0
448179173632,21,4408.96,,0.0,70,0
448179173888,21,4342.5599999999995,,0.0,70,0
448179174144,21,4342.5599999999995,,0.0,70,0
448179174400,21,4342.5599999999995,,0.0,70,0
448179174656,20,3957.4399999999996,,0.015625,69,0
448179174912,20,3957.4399999999996,,0.0,69,0
448179175168,20,3957.4399999999996,,0.0,70,0
448179175424,20,3612.16,,0.0,70,0
448179175680,20,3612.16,,0.0,70,0
448179175936,20,3612.16,,0.015625,70,0
448179176192,20,3412.96,,0.015625,70,0
448179176448,20,3412.96,,0.0,70,0
448179176704,20,3412.96,,0.0,70,0
448179176960,20,3426.24,,0.0,70,0
448179177216,20,3426.24,,0.0,70,0
448179177472,20,3598.8799999999997,,0.0,70,0
448179177728,21,3598.8799999999997,,0.0,70,0
448179177984,21,3598.8799999999997,,0.0,71,0
448179178240,21,3625.4399999999996,,0.015625,71,0
448179178496,21,3625.4399999999996,,0.0,71,0
448179178752,21,3625.4399999999996,,0.015625,71,0
448179179008,21,3758.24,,0.0,72,0
448179179264,21,3758.24,,0.0,72,0
448179179520,21,3758.24,,0.0,72,0
448179179776,21,4329.28,,0.015625,73,0
448179180032,21,4329.28,,0.0,72,0
448179180288,21,4329.28,,0.0,72,0
448179180544,21,4422.24,,0.0,72,0
448179180800,21,4422.24,,0.015625,71,0
448179181056,21,4422.24,,0.0,71,0
448179181312,21,3997.2799999999997,,0.0,71,0
448179181568,21,3997.2799999999997,,0.0,71,0
448179181824,21,3997.2799999999997,,0.0,71,0
448179182080,20,3997.2799999999997,,0.0,71,0
448179182336,20,4156.639999999999,,0.0,70,0
448179182592,20,4156.639999999999,,0.015625,70,0
448179182848,20,4116.8,,0.0,69,0
448179183104,20,4116.8,,0.0,69,0
448179183360,20,4116.8,,0.0,69,0
448179183616,20,3944.16,,0.0,69,0
448179183872,20,3944.16,,0.0,69,0
448179184128,20,3944.16,,0.015625,69,0
448179184384,20,3837.9199999999996,,0.0,69,0
448179184640,20,3837.9199999999996,,0.0,69,0
448179184896,20,3837.9199999999996,,0.0,70,0
448179185152,20,3585.6,,0.0,70,0
448179185408,20,3585.6,,0.0,69,0
448179185664,20,3585.6,,0.015625,69,0
448179185920,20,3585.6,,0.0,69,0
448179186176,20,4648.0,,0.015625,69,0
448179186432,19,4648.0,,0.0,69,0
448179186688,19,4648.0,,0.0,69,0
448179186944,19,4648.0,,0.0,69,0
448179187200,19,4727.679999999999,,0.0,69,0
448179187456,19,4727.679999999999,,0.0,69,0
448179187712,19,4727.679999999999,,0.0,69,0
448179187968,19,4754.24,,0.0,69,0
448179188224,19,4754.24,,0.0,69,0
448179188480,19,4754.24,,0.0,69,0
448179188736,19,4754.24,,0.0,69,0
448179188992,19,4754.24,,0.0,69,0
448179189248,18,4116.8,,0.0,70,0
448179189504,18,4289.44,,0.0,69,0
448179189760,18,4289.44,,0.0,70,0
448179190016,18,4236.32,,0.0,70,0
448179190272,18,4236.32,,0.0,71,0
448179190528,19,4555.04,,0.0,71,0
448179190784,20,4555.04,,0.0,71,0
448179191040,20,4555.04,,0.0,71,0
448179191296,20,3213.7599999999998,,0.0,71,0
448179191552,21,3213.7599999999998,,0.0,71,0
448179191808,21,3213.7599999999998,,0.0,71,0
448179192064,21,3412.96,,0.0,71,0
448179192320,22,3412.96,,0.0,71,0
448179192576,22,3094.24,,0.015625,71,0
448179192832,22,3094.24,,0.0,72,0
448179193088,23,3094.24,,0.0,72,0
448179193344,23,4116.8,,0.0,72,0
448179193600,25,4116.8,,0.0,72,0
448179193856,26,4541.76,,0.0,71,0
448179194112,26,4541.76,,0.0,71,0
448179194368,25,4541.76,,0.0,71,0
448179194624,24,4515.2,,0.0,71,0
448179194880,24,4515.2,,0.0,71,0
448179195136,23,4515.2,,0.0,71,0
448179195392,23,3798.08,,0.0,70,0
448179195648,22,3798.08,,0.0,70,0
448179195904,22,3798.08,,0.0,70,0
448179196160,22,3798.08,,0.0,69,0
448179196416,22,3957.4399999999996,,0.0,69,0
448179196672,22,3957.4399999999996,,0.0,69,0
448179196928,22,3957.4399999999996,,0.0,69,0
448179197184,21,3957.4399999999996,,0.0,69,0
448179197440,21,3957.4399999999996,,0.0,69,0
448179197696,21,3505.9199999999996,,0.0,68,0
448179197952,20,3505.9199999999996,,0.0,68,0
448179198208,19,3505.9199999999996,,0.0,68,0
448179198464,19,3452.7999999999997,,0.0,67,0
448179198720,18,3452.7999999999997,,0.0,67,0
448179198976,18,3452.7999999999997,,0.0,67,0
448179199232,18,3452.7999999999997,,0.0,68,0
448179199488,18,5019.84,,0.0,68,0
448179199744,18,5019.84,,0.0,68,0
448179200000,17,5019.84,,0.0,67,0
448179200256,17,5019.84,,0.0,67,0
448179200512,17,4236.32,,0.0,66,0
448179200768,16,4236.32,,0.0,66,0
448179201024,16,4236.32,,0.0,65,0
448179201280,16,4236.32,,0.0,66,0
448179201536,16,4236.32,,0.0,66,0
448179201792,16,4236.32,,0.0,66,0
448179202048,16,4236.32,,0.0,66,0
448179202304,16,3944.16,,0.0,67,0
448179202560,15,3944.16,,0.0,67,0
448179202816,14,3944.16,,0.0,66,0
448179203072,14,3944.16,,0.0,66,0
448179203328,14,3944.16,,0.0,66,0
448179203584,14,4090.24,,0.0,66,0
448179203840,14,4090.24,,0.0,66,0
448179204096,13,4090.24,,0.0,66,0
448179204352,13,4090.24,,0.0,67,0
448179204608,13,3944.16,,0.0,67,0
448179204864,13,3944.16,,0.0,67,0
448179205120,13,3944.16,,0.0,67,0
448179205376,13,4063.68,,0.0,67,0
448179205632,13,4063.68,,0.0,66,0
448179205888,13,4063.68,,0.0,66,0
448179206144,14,4116.8,,0.0,66,0
448179206400,14,4116.8,,0.0,66,0
448179206656,14,4116.8,,0.0,66,0
448179206912,14,2403.68,,0.0,66,0
448179207168,14,2403.68,,0.0,66,0
448179207424,14,2403.68,,0.0,67,0
448179207680,14,2788.7999999999997,,0.0,67,0
448179207936,15,2788.7999999999997,,0.0,67,0
448179208192,15,2788.7999999999997,,0.0,67,0
448179208448,15,2788.7999999999997,,0.0,67,0
448179208704,15,2788.7999999999997,,0.0,66,0
448179208960,15,2788.7999999999997,,0.0,66,0
448179209216,15,2788.7999999999997,,0.0,66,0
448179209472,15,2788.7999999999997,,0.0,66,0
448179209728,15,2788.7999999999997,,0.0,66,0
448179209984,15,2788.7999999999997,,0.0,66,0
448179210240,15,2058.4,,0.0,66,0
448179210496,14,2058.4,,0.0,66,0
448179210752,13,2058.4,,0.0,66,0
448179211008,13,1965.4399999999998,,0.0,65,0
448179211264,14,1965.4399999999998,,0.0,65,0
448179211520,14,1965.4399999999998,,0.0,66,0
448179211776,14,1885.76,,0.0,65,0
448179212032,14,1885.76,,0.0,65,0
448179212288,15,1885.76,,0.0,66,0
448179212544,15,2031.84,,0.0,66,0
448179212800,15,2031.84,,0.0,66,0
448179213056,15,2031.84,,0.0,66,0
448179213312,15,2031.84,,0.0,66,0
448179213568,15,2031.84,,0.0,67,0
448179213824,15,2031.84,,0.0,67,0
448179214080,15,2098.24,,0.0,67,0
448179214336,15,2098.24,,0.0,68,0
448179214592,15,2098.24,,0.0,68,0
448179214848,15,2098.24,,0.0,68,0
448179215104,15,2098.24,,0.0,68,0
448179215360,15,2815.3599999999997,,0.0,69,0
448179215616,14,2815.3599999999997,,0.0,69,0
448179215872,14,2815.3599999999997,,0.0,69,0
448179216128,14,2815.3599999999997,,0.0,69,0
448179216384,14,2815.3599999999997,,0.0,70,0
448179216640,14,2815.3599999999997,,0.0,70,0
448179216896,14,2815.3599999999997,,0.0,70,0
448179217152,14,2815.3599999999997,,0.0,70,0
448179217408,14,3107.52,,0.0,70,0
448179217664,15,3107.52,,0.0,70,0
448179217920,15,3107.52,,0.0,70,0
448179218176,15,3107.52,,0.0,70,0
448179218432,15,3107.52,,0.0,70,0
448179218688,16,3107.52,,0.0,69,0
448179218944,15,3001.2799999999997,,0.0,69,0
448179219200,15,3001.2799999999997,,0.0,69,0
448179219456,15,3001.2799999999997,,0.0,69,0
448179219712,15,3014.56,,0.0,69,0
448179219968,15,3014.56,,0.0,68,0
448179220224,15,3014.56,,0.0,68,0
448179220480,15,3080.96,,0.0,68,0
448179220736,15,3080.96,,0.0,67,0
448179220992,15,3080.96,,0.0,67,0
448179221248,15,3240.3199999999997,,0.0,66,0
448179221504,15,3240.3199999999997,,0.0,66,0
448179221760,15,2363.8399999999997,,0.0,66,0
448179222016,16,2363.8399999999997,,0.0,66,0
448179222272,16,2363.8399999999997,,0.0,66,0
448179222528,17,3001.2799999999997,,0.0,67,0
448179222784,19,3001.2799999999997,,0.0,67,0
448179223040,20,3001.2799999999997,,0.0,67,0
448179223296,20,3014.56,,0.0,67,0
448179223552,20,3014.56,,0.0,67,0
448179223808,20,3014.56,,0.0,67,0
448179224064,20,3134.08,,0.0,67,0
448179224320,20,3134.08,,0.0,67,0
448179224576,20,3134.08,,0.0,67,0
448179224832,20,3160.64,,0.0,67,0
448179225088,20,3160.64,,0.0,67,0
448179225344,20,3160.64,,0.0,68,0
448179225600,20,3160.64,,0.0,68,0
448179225856,20,3120.7999999999997,,0.0,67,0
448179226112,20,3120.7999999999997,,0.0,67,0
448179226368,20,3120.7999999999997,,0.0,67,0
448179226624,20,2948.16,,0.0,67,0
448179226880,20,2948.16,,0.0,67,0
448179227136,20,2948.16,,0.0,67,0
448179227392,20,3067.68,,0.0,67,0
448179227648,20,3067.68,,0.0,67,0
448179227904,20,3067.68,,0.0,67,0
448179228160,19,3067.68,,0.0,67,0
448179228416,19,3519.2,,0.0,67,0
448179228672,19,3519.2,,0.0,67,0
448179228928,19,3519.2,,0.0,67,0
448179229184,19,3585.6,,0.0,67,0
448179229440,19,3585.6,,0.0,67,0
448179229696,19,3585.6,,0.0,67,0
448179229952,18,3612.16,,0.0,67,0
448179230208,18,3612.16,,0.0,67,0
448179230464,18,3612.16,,0.0,67,0
448179230720,18,3519.2,,0.0,67,0
448179230976,18,3519.2,,0.0,68,0
448179231232,18,3519.2,,0.0,68,0
448179231488,18,3519.2,,0.0,68,0
448179231744,18,3598.8799999999997,,0.0,68,0
448179232000,18,3598.8799999999997,,0.0,68,0
448179232256,18,3598.8799999999997,,0.0,68,0
448179232512,18,3678.56,,0.0,68,0
448179232768,18,3678.56,,0.0,68,0
448179233024,18,3678.56,,0.0,68,0
448179233280,18,3691.8399999999997,,0.0,69,0
448179233536,18,3691.8399999999997,,0.0,69,0
448179233792,18,3691.8399999999997,,0.0,70,0
448179234048,18,3691.8399999999997,,0.0,71,0
448179234304,18,3187.2,,0.0,71,0
448179234560,18,3187.2,,0.0,71,0
448179234816,18,3187.2,,0.0,71,0
448179235072,17,3187.2,,0.0,71,0
448179235328,18,3041.12,,0.0,70,0
448179235584,18,3041.12,,0.0,71,0
448179235840,18,3399.68,,0.0,71,0
448179236096,18,3399.68,,0.0,71,0
448179236352,18,3399.68,,0.0,71,0
448179236608,18,3572.3199999999997,,0.0,71,0
448179236864,18,3572.3199999999997,,0.0,70,0
448179237120,18,3572.3199999999997,,0.0,70,0
448179237376,18,3891.04,,0.0,69,0
448179237632,18,3891.04,,0.0,68,0
448179237888,18,3891.04,,0.0,68,0
448179238144,19,3891.04,,0.0,68,0
448179238400,18,3744.96,,0.0,68,0
448179238656,18,3744.96,,0.0,68,0
448179238912,18,3744.96,,0.0,68,0
448179239168,18,3373.12,,0.0,68,0
448179239424,18,3373.12,,0.0,68,0
448179239680,18,3373.12,,0.0,68,0
448179239936,18,3373.12,,0.0,68,0
448179240192,18,3373.12,,0.015625,68,0
448179240448,18,5391.679999999999,,0.0,69,0
448179240704,18,5391.679999999999,,0.0,68,0
448179240960,17,5391.679999999999,,0.0,68,0
448179241216,17,5391.679999999999,,0.0,68,0
448179241472,17,5192.48,,0.0,68,0
448179241728,17,5192.48,,0.0,68,0
448179241984,17,5192.48,,0.0,68,0
448179242240,17,5192.48,,0.0,68,0
448179242496,17,4648.0,,0.0,68,0
448179242752,17,4648.0,,0.0,68,0
448179243008,17,4462.08,,0.0,68,0
448179243264,17,4462.08,,0.0,68,0
448179243520,17,4462.08,,0.0,68,0
448179243776,17,4488.639999999999,,0.0,68,0
448179244032,17,4488.639999999999,,0.0,67,0
448179244288,17,4488.639999999999,,0.0,67,0
448179244544,17,4621.44,,0.0,67,0
448179244800,17,4621.44,,0.0,67,0
448179245056,17,4621.44,,0.0,67,0
448179245312,18,4648.0,,0.0,67,0
448179245568,18,4648.0,,0.0,67,0
448179245824,18,4648.0,,0.0,67,0
448179246080,18,2775.52,,0.0,67,0
448179246336,19,2775.52,,0.0,67,0
448179246592,19,2775.52,,0.0,66,0
448179246848,20,3054.3999999999996,,0.0,66,0
448179247104,20,3054.3999999999996,,0.0,66,0
448179247360,20,3054.3999999999996,,0.0,66,0
448179247616,20,3107.52,,0.0,66,0
448179247872,20,3107.52,,0.0,66,0
448179248128,20,3107.52,,0.0,66,0
448179248384,20,3412.96,,0.0,67,0
448179248640,20,3412.96,,0.0,67,0
448179248896,20,3412.96,,0.0,67,0
448179249152,20,3412.96,,0.0,67,0
448179249408,20,3412.96,,0.0,67,0
448179249664,20,3412.96,,0.0,67,0
448179249920,20,3412.96,,0.0,67,0
448179250176,20,3412.96,,0.0,68,0
448179250432,19,3054.3999999999996,,0.0,68,0
448179250688,18,3054.3999999999996,,0.0,68,0
448179250944,16,3054.3999999999996,,0.0,68,0
448179251200,16,3054.3999999999996,,0.0,68,0
448179251456,16,2695.8399999999997,,0.0,68,0
448179251712,16,2695.8399999999997,,0.0,68,0
448179251968,15,2695.8399999999997,,0.0,68,0
448179252224,15,2695.8399999999997,,0.0,68,0
448179252480,15,2695.8399999999997,,0.0,69,0
448179252736,15,3851.2,,0.0,68,0
448179252992,15,3851.2,,0.0,68,0
448179253248,15,3851.2,,0.0,67,0
448179253504,14,3851.2,,0.0,67,0
448179253760,14,3851.2,,0.0,67,0
448179254016,14,3851.2,,0.0,67,0
448179254272,14,3466.08,,0.0,67,0
448179254528,14,3466.08,,0.0,67,0
448179254784,13,3466.08,,0.0,67,0
448179255040,13,3466.08,,0.0,67,0
448179255296,13,3399.68,,0.0,68,0
448179255552,13,3399.68,,0.0,67,0
448179255808,13,3399.68,,0.0,67,0
448179256064,12,3399.68,,0.0,66,0
448179256320,12,3399.68,,0.0,66,0
448179256576,12,3399.68,,0.0,67,0
448179256832,13,3399.68,,0.0,67,0
448179257088,12,3147.3599999999997,,0.0,68,0
448179257344,12,3147.3599999999997,,0.0,68,0
448179257600,11,3147.3599999999997,,0.0,68,0
448179257856,11,3027.8399999999997,,0.0,69,0
448179258112,11,3027.8399999999997,,0.0,69,0
448179258368,11,3027.8399999999997,,0.0,69,0
448179258624,12,2974.72,,0.0,69,0
448179258880,12,2974.72,,0.0,69,0
448179259136,13,2974.72,,0.0,69,0
448179259392,13,2974.72,,0.0,69,0
448179259648,13,2974.72,,0.0,69,0
448179259904,13,2974.72,,0.0,69,0
448179260160,13,3373.12,,0.0,69,0
448179260416,13,3373.12,,0.0,69,0
448179260672,13,3373.12,,0.0,69,0
448179260928,12,3373.12,,0.0,68,0
448179261184,12,3373.12,,0.0,68,0
448179261440,12,3373.12,,0.0,68,0
448179261696,12,2762.24,,0.0,67,0
448179261952,12,2762.24,,0.0,67,0
448179262208,12,2762.24,,0.0,67,0
448179262464,12,2762.24,,0.0,66,0
448179262720,12,2921.6,,0.0,66,0
448179262976,12,2921.6,,0.0,66,0
448179263232,12,2921.6,,0.0,66,0
448179263488,13,2921.6,,0.0,66,0
448179263744,13,3280.16,,0.0,66,0
448179264000,13,3280.16,,0.0,66,0
448179264256,13,3280.16,,0.0,66,0
448179264512,13,3280.16,,0.0,66,0
448179264768,13,3426.24,,0.0,65,0
448179265024,13,3426.24,,0.0,65,0
448179265280,14,3426.24,,0.0,65,0
448179265536,14,3426.24,,0.0,65,0
448179265792,14,3426.24,,0.0,64,0
448179266048,14,3426.24,,0.0,64,0
448179266304,14,3426.24,,0.0,64,0
448179266560,13,3426.24,,0.0,64,0
448179266816,13,3426.24,,0.0,65,0
448179267072,13,3638.72,,0.015625,65,0
448179267328,13,3638.72,,0.0,64,0
448179267584,13,3638.72,,0.0,64,0
448179267840,12,3638.72,,0.0,65,0
448179268096,12,3638.72,,0.0,65,0
448179268352,13,3984.0,,0.0,65,0
448179268608,13,3984.0,,0.0,64,0
448179268864,13,3984.0,,0.0,64,0
